bin_id,segment_id,start_km,end_km,t_start,t_end,density,rate,los_class,bin_size_km,schema_version,analysis_hash,width_m,seg_label,schema_key,window_idx,rate_per_m_per_min,util_percentile,los,util_percent,flag_severity,flag_reason
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.030000000000000002,0.0670796416301583,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,2.6831856652063317,62.96296296296296,A,0.6707964163015829,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.060000000000000005,0.1420281608075751,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,5.681126432303004,68.72427983539094,A,1.420281608075751,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.043333333333333335,0.10707809892668001,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,4.2831239570672,66.66666666666666,A,1.0707809892668,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.05,0.12745304802691967,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,5.098121921076786,67.90123456790124,A,1.2745304802691966,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.060000000000000005,0.1659749017963691,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,6.638996071854764,70.37037037037037,A,1.659749017963691,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.060000000000000005,0.16995111679110272,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,6.798044671644108,70.78189300411523,A,1.6995111679110273,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.043333333333333335,0.1243698228518782,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,4.9747929140751275,67.48971193415639,A,1.2436982285187819,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:08:00Z,2025-10-20T08:10:00Z,0.06666666666666667,0.19786308507080044,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,34,7.914523402832018,71.60493827160494,A,1.9786308507080046,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.023333333333333334,0.050326435424638154,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,2.0130574169855264,61.72839506172839,A,0.5032643542463816,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.030000000000000002,0.0670796416301583,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,2.6831856652063317,62.96296296296296,A,0.6707964163015829,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.060000000000000005,0.1420281608075751,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,5.681126432303004,69.54732510288066,A,1.420281608075751,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.04666666666666667,0.11538374676997094,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,4.615349870798838,66.2551440329218,A,1.1538374676997094,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.04666666666666667,0.11914740018362875,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,4.76589600734515,66.66666666666666,A,1.1914740018362875,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.05,0.13894787476934206,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,5.557914990773682,69.1358024691358,A,1.3894787476934203,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.060000000000000005,0.16854905368098175,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,6.741962147239271,70.37037037037037,A,1.6854905368098176,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:10:00Z,2025-10-20T08:12:00Z,0.043333333333333335,0.124062787442681,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,35,4.96251149770724,67.07818930041152,A,1.24062787442681,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.02,0.042081646600111565,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,1.6832658640044627,60.08230452674898,A,0.42081646600111566,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.04,0.08715722710515304,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,3.486289084206122,63.78600823045267,A,0.8715722710515305,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.013333333333333334,0.030248849949643428,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,1.2099539979857372,59.67078189300411,A,0.3024884994964343,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.060000000000000005,0.1420281608075751,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,5.681126432303004,68.72427983539094,A,1.420281608075751,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.04666666666666667,0.11538374676997094,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,4.615349870798838,66.2551440329218,A,1.1538374676997094,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.04666666666666667,0.11914740018362875,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,4.76589600734515,66.66666666666666,A,1.1914740018362875,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.04,0.10740373965081636,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,4.296149586032654,65.4320987654321,A,1.0740373965081635,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:12:00Z,2025-10-20T08:14:00Z,0.05666666666666667,0.15894780473484466,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,36,6.357912189393787,71.60493827160494,A,1.5894780473484469,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,0.0,28.189300411522634,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.03333333333333333,0.07037018974814228,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,2.8148075899256915,63.37448559670782,A,0.7037018974814228,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.02666666666666667,0.058868683957122324,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,2.354747358284893,61.72839506172839,A,0.5886868395712233,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.016666666666666666,0.03797682522251143,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,1.5190730089004572,59.25925925925925,A,0.3797682522251143,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.060000000000000005,0.14228740598454329,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,5.691496239381732,69.1358024691358,A,1.422874059845433,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.043333333333333335,0.10739652632013477,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,4.295861052805391,66.66666666666666,A,1.0739652632013477,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.04666666666666667,0.11914740018362875,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,4.76589600734515,67.48971193415639,A,1.1914740018362875,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:14:00Z,2025-10-20T08:16:00Z,0.016666666666666666,0.04477326992569607,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,37,1.790930797027843,60.49382716049383,A,0.4477326992569608,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,0.0,28.39506172839506,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.0033333333333333335,0.006896551726040427,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,0.2758620690416171,56.79012345679012,A,0.06896551726040427,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.030000000000000002,0.06347363802210185,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,2.5389455208840737,62.139917695473244,A,0.6347363802210184,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.02666666666666667,0.058868683957122324,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,2.354747358284893,61.72839506172839,A,0.5886868395712233,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.023333333333333334,0.05356643571550521,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,2.1426574286202085,61.31687242798354,A,0.5356643571550521,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.05666666666666667,0.1346977954889895,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,5.38791181955958,68.72427983539094,A,1.346977954889895,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.043333333333333335,0.10770217416598568,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,4.3080869666394275,65.4320987654321,A,1.0770217416598569,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:16:00Z,2025-10-20T08:18:00Z,0.02666666666666667,0.0681479302506928,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,38,2.7259172100277116,62.55144032921811,A,0.6814793025069279,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,0.0,28.189300411522634,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,0.0,28.189300411522634,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.0033333333333333335,0.006896551726040427,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,0.2758620690416171,56.37860082304527,A,0.06896551726040427,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.030000000000000002,0.06347363802210185,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,2.5389455208840737,61.72839506172839,A,0.6347363802210184,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.02666666666666667,0.058868683957122324,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,2.354747358284893,61.31687242798354,A,0.5886868395712233,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.030000000000000002,0.06936422402514186,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,2.7745689610056745,62.139917695473244,A,0.6936422402514186,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.05,0.11890000717935284,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,4.756000287174114,66.66666666666666,A,1.1890000717935285,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:18:00Z,2025-10-20T08:20:00Z,0.030000000000000002,0.07447958279282205,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,39,2.979183311712882,63.78600823045267,A,0.7447958279282205,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,0.0,27.572016460905353,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,0.0,27.572016460905353,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,0.0,27.572016460905353,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.0033333333333333335,0.006896551726040427,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,0.2758620690416171,55.144032921810705,A,0.06896551726040427,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.03333333333333333,0.07076226776183614,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,2.8304907104734456,61.72839506172839,A,0.7076226776183614,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.030000000000000002,0.06637295362129546,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,2.654918144851818,61.31687242798354,A,0.6637295362129545,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.02666666666666667,0.06247021877605276,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,2.4988087510421106,60.08230452674898,A,0.6247021877605277,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:20:00Z,2025-10-20T08:22:00Z,0.04,0.09501389257725831,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,40,3.8005557030903323,65.4320987654321,A,0.9501389257725831,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,0.0,25.720164609053498,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,0.0,25.720164609053498,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,0.0,25.720164609053498,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,0.0,25.720164609053498,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.02,0.042081646600111565,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,1.6832658640044627,57.20164609053497,A,0.42081646600111566,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.023333333333333334,0.050326435424638154,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,2.0130574169855264,57.61316872427984,A,0.5032643542463816,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.023333333333333334,0.05162369108442231,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,2.0649476433768923,58.0246913580247,A,0.5162369108442231,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:22:00Z,2025-10-20T08:24:00Z,0.013333333333333334,0.030911901091472,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,41,1.23647604365888,55.96707818930041,A,0.30911901091472,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,0.0,24.485596707818928,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,0.0,24.485596707818928,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,0.0,24.485596707818928,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,0.0,24.485596707818928,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,0.0,24.485596707818928,A,0.0,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.02,0.042081646600111565,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,1.6832658640044627,55.55555555555556,A,0.42081646600111566,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.023333333333333334,0.050326435424638154,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,2.0130574169855264,58.43621399176955,A,0.5032643542463816,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:24:00Z,2025-10-20T08:26:00Z,0.02,0.04422724138246859,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,42,1.7690896552987436,56.79012345679012,A,0.4422724138246859,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,0.0,23.868312757201647,A,0.0,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.02666666666666667,0.05622591817412692,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,2.249036726965077,54.32098765432099,A,0.5622591817412692,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:26:00Z,2025-10-20T08:28:00Z,0.016666666666666666,0.036182163850622805,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,43,1.4472865540249122,53.086419753086425,A,0.36182163850622806,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.0,23.868312757201647,A,0.0,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.0033333333333333335,0.006896551726040427,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,0.2758620690416171,47.73662551440329,A,0.06896551726040427,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:28:00Z,2025-10-20T08:30:00Z,0.016666666666666666,0.03518509487407114,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,44,1.4074037949628457,51.85185185185185,A,0.3518509487407114,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:30:00Z,2025-10-20T08:32:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,45,0.0,23.662551440329217,A,0.0,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:0.600-0.800,B3,0.6,0.8,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:0.800-1.000,B3,0.8,1.0,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:1.000-1.200,B3,1.0,1.2,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:1.200-1.400,B3,1.2,1.4,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:1.400-1.550,B3,1.4,1.5499999999999998,2025-10-20T08:32:00Z,2025-10-20T08:34:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,46,0.0,23.045267489711936,A,0.0,none,
B3:0.000-0.200,B3,0.0,0.2,2025-10-20T08:34:00Z,2025-10-20T08:36:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,47,0.0,22.633744855967077,A,0.0,none,
B3:0.200-0.400,B3,0.2,0.4,2025-10-20T08:34:00Z,2025-10-20T08:36:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,47,0.0,22.633744855967077,A,0.0,none,
B3:0.400-0.600,B3,0.4,0.6,2025-10-20T08:34:00Z,2025-10-20T08:36:00Z,0.0,0.0,A,0.2,1.0.0,,1.5,10K Turn to Friel,on_course_narrow,47,0.0,22.633744855967077,A,0.0,none,
