segment_id,t_start,t_end,density_mean,density_mean_fresh,density_peak_fresh,abs_rel_err
A2,2025-09-18 09:38:00+00:00,2025-09-18 09:40:00+00:00,0.00020000000000000006,0.0009999999999999998,0.004,3.9999999999999973
A3,2025-09-18 07:00:00+00:00,2025-09-18 07:02:00+00:00,0.00019999999999999996,0.0,0.0,1.0
A3,2025-09-18 07:02:00+00:00,2025-09-18 07:04:00+00:00,0.0004,0.0006,0.001,0.4999999999999998
A3,2025-09-18 07:04:00+00:00,2025-09-18 07:06:00+00:00,0.0008000000000000003,0.0002,0.001,0.7500000000000001
A3,2025-09-18 07:06:00+00:00,2025-09-18 07:08:00+00:00,0.0006000000000000001,0.0009999999999999998,0.002,0.6666666666666662
A3,2025-09-18 07:08:00+00:00,2025-09-18 07:10:00+00:00,0.0006,0.0005999999999999998,0.001,1.8070036208091741e-16
A3,2025-09-18 07:10:00+00:00,2025-09-18 07:12:00+00:00,0.001,0.00039999999999999996,0.001,0.6000000000000001
A3,2025-09-18 07:12:00+00:00,2025-09-18 07:14:00+00:00,0.0008,0.0005999999999999998,0.002,0.2500000000000002
A3,2025-09-18 07:14:00+00:00,2025-09-18 07:16:00+00:00,0.0002,0.00020000000000000006,0.001,2.710505431213761e-16
A3,2025-09-18 07:16:00+00:00,2025-09-18 07:18:00+00:00,0.0003999999999999999,0.0007999999999999998,0.003,1.0
A3,2025-09-18 07:18:00+00:00,2025-09-18 07:20:00+00:00,0.0007999999999999998,0.0004,0.002,0.4999999999999999
A3,2025-09-18 07:20:00+00:00,2025-09-18 07:22:00+00:00,0.001,0.0006000000000000001,0.002,0.39999999999999997
A3,2025-09-18 07:22:00+00:00,2025-09-18 07:24:00+00:00,0.0005999999999999998,0.00039999999999999996,0.001,0.3333333333333332
A3,2025-09-18 07:24:00+00:00,2025-09-18 07:26:00+00:00,0.001,0.00039999999999999996,0.001,0.6000000000000001
A3,2025-09-18 07:26:00+00:00,2025-09-18 07:28:00+00:00,0.0005999999999999998,0.0010000000000000002,0.003,0.6666666666666675
A3,2025-09-18 07:28:00+00:00,2025-09-18 07:30:00+00:00,0.0007999999999999998,0.0007999999999999999,0.002,1.3552527156068808e-16
A3,2025-09-18 07:30:00+00:00,2025-09-18 07:32:00+00:00,0.0,0.0007999999999999999,0.002,799999.9999999999
A3,2025-09-18 07:32:00+00:00,2025-09-18 07:34:00+00:00,0.0003999999999999999,0.001,0.002,1.5000000000000004
A3,2025-09-18 07:34:00+00:00,2025-09-18 07:36:00+00:00,0.0006,0.0,0.0,1.0
A3,2025-09-18 07:36:00+00:00,2025-09-18 07:38:00+00:00,0.001,0.0,0.0,1.0
A3,2025-09-18 07:38:00+00:00,2025-09-18 07:40:00+00:00,0.0006,0.00019999999999999996,0.001,0.6666666666666666
A3,2025-09-18 07:40:00+00:00,2025-09-18 07:42:00+00:00,0.0002,0.0008000000000000001,0.002,3.000000000000001
A3,2025-09-18 07:42:00+00:00,2025-09-18 07:44:00+00:00,0.0008,0.0009999999999999998,0.002,0.2499999999999997
A3,2025-09-18 07:44:00+00:00,2025-09-18 07:46:00+00:00,0.0,0.0002,0.001,200000.0
A3,2025-09-18 07:46:00+00:00,2025-09-18 07:48:00+00:00,0.0006000000000000001,0.0,0.0,1.0
A3,2025-09-18 07:48:00+00:00,2025-09-18 07:50:00+00:00,0.0006,0.0009999999999999998,0.002,0.6666666666666665
A3,2025-09-18 07:50:00+00:00,2025-09-18 07:52:00+00:00,0.0008,0.0004,0.001,0.5
A3,2025-09-18 07:52:00+00:00,2025-09-18 07:54:00+00:00,0.0,0.0006000000000000001,0.001,600000.0
A3,2025-09-18 07:54:00+00:00,2025-09-18 07:56:00+00:00,0.0008,0.00019999999999999996,0.001,0.75
A3,2025-09-18 07:56:00+00:00,2025-09-18 07:58:00+00:00,0.00020000000000000006,0.0004,0.001,0.9999999999999994
A3,2025-09-18 07:58:00+00:00,2025-09-18 08:00:00+00:00,0.00039999999999999996,0.00039999999999999996,0.001,0.0
A3,2025-09-18 08:00:00+00:00,2025-09-18 08:02:00+00:00,0.0008,0.0007999999999999999,0.002,1.3552527156068805e-16
A3,2025-09-18 08:02:00+00:00,2025-09-18 08:04:00+00:00,0.0008000000000000001,0.0008000000000000001,0.003,0.0
A3,2025-09-18 08:04:00+00:00,2025-09-18 08:06:00+00:00,0.0006000000000000001,0.001,0.002,0.6666666666666665
A3,2025-09-18 08:06:00+00:00,2025-09-18 08:08:00+00:00,0.0004,0.0005999999999999998,0.002,0.4999999999999995
A3,2025-09-18 08:08:00+00:00,2025-09-18 08:10:00+00:00,0.0009999999999999998,0.001,0.002,2.1684043449710094e-16
A3,2025-09-18 08:10:00+00:00,2025-09-18 08:12:00+00:00,0.0007999999999999999,0.0009999999999999998,0.002,0.24999999999999986
A3,2025-09-18 08:12:00+00:00,2025-09-18 08:14:00+00:00,0.00039999999999999996,0.0009999999999999998,0.002,1.4999999999999998
A3,2025-09-18 08:14:00+00:00,2025-09-18 08:16:00+00:00,0.0008,0.001,0.003,0.24999999999999997
A3,2025-09-18 08:16:00+00:00,2025-09-18 08:18:00+00:00,0.0006,0.0005999999999999998,0.002,1.8070036208091741e-16
A3,2025-09-18 08:18:00+00:00,2025-09-18 08:20:00+00:00,0.00039999999999999996,0.0002,0.001,0.49999999999999994
A3,2025-09-18 08:20:00+00:00,2025-09-18 08:22:00+00:00,0.0008,0.0008,0.002,0.0
A3,2025-09-18 08:22:00+00:00,2025-09-18 08:24:00+00:00,0.0007999999999999999,0.0004000000000000001,0.001,0.4999999999999999
A3,2025-09-18 08:24:00+00:00,2025-09-18 08:26:00+00:00,0.0008,0.0007999999999999999,0.002,1.3552527156068805e-16
A3,2025-09-18 08:26:00+00:00,2025-09-18 08:28:00+00:00,0.0,0.0010000000000000002,0.003,1000000.0000000002
A3,2025-09-18 08:28:00+00:00,2025-09-18 08:30:00+00:00,0.0007999999999999999,0.0,0.0,1.0
A3,2025-09-18 08:30:00+00:00,2025-09-18 08:32:00+00:00,0.00039999999999999996,0.0,0.0,1.0
A3,2025-09-18 08:32:00+00:00,2025-09-18 08:34:00+00:00,0.001,0.0007999999999999998,0.002,0.2000000000000002
A3,2025-09-18 08:34:00+00:00,2025-09-18 08:36:00+00:00,0.0009999999999999998,0.001,0.002,2.1684043449710094e-16
A3,2025-09-18 08:36:00+00:00,2025-09-18 08:38:00+00:00,0.00019999999999999996,0.00039999999999999996,0.001,1.0000000000000002
A3,2025-09-18 08:38:00+00:00,2025-09-18 08:40:00+00:00,0.0007999999999999998,0.0002,0.001,0.75
A3,2025-09-18 08:40:00+00:00,2025-09-18 08:42:00+00:00,0.0006000000000000001,0.0006,0.001,1.807003620809174e-16
A3,2025-09-18 08:42:00+00:00,2025-09-18 08:44:00+00:00,0.0002,0.001,0.003,4.0
A3,2025-09-18 08:44:00+00:00,2025-09-18 08:46:00+00:00,0.001,0.0008,0.002,0.19999999999999998
A3,2025-09-18 08:46:00+00:00,2025-09-18 08:48:00+00:00,0.0008000000000000001,0.0004,0.002,0.5000000000000001
A3,2025-09-18 08:48:00+00:00,2025-09-18 08:50:00+00:00,0.001,0.001,0.002,0.0
A3,2025-09-18 08:50:00+00:00,2025-09-18 08:52:00+00:00,0.0004,0.0,0.0,1.0
A3,2025-09-18 08:52:00+00:00,2025-09-18 08:54:00+00:00,0.0007999999999999999,0.00039999999999999996,0.001,0.5
