bin_id,segment_id,start_km,end_km,t_start,t_end,density,rate,los_class,bin_size_km,schema_version,analysis_hash
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T08:52:00Z,2025-10-15T08:54:00Z,0.0030,0.0368,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T08:52:00Z,2025-10-15T08:54:00Z,0.0090,0.1120,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T08:52:00Z,2025-10-15T08:54:00Z,0.0180,0.2258,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T08:52:00Z,2025-10-15T08:54:00Z,0.0110,0.1400,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T08:52:00Z,2025-10-15T08:54:00Z,0.0920,1.1480,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T08:54:00Z,2025-10-15T08:56:00Z,0.0040,0.0483,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T08:54:00Z,2025-10-15T08:56:00Z,0.0020,0.0242,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T08:54:00Z,2025-10-15T08:56:00Z,0.0070,0.0867,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T08:54:00Z,2025-10-15T08:56:00Z,0.0130,0.1627,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T08:54:00Z,2025-10-15T08:56:00Z,0.0840,1.0346,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T08:56:00Z,2025-10-15T08:58:00Z,0.0060,0.0712,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T08:56:00Z,2025-10-15T08:58:00Z,0.0040,0.0481,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T08:56:00Z,2025-10-15T08:58:00Z,0.0030,0.0363,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T08:56:00Z,2025-10-15T08:58:00Z,0.0030,0.0368,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T08:56:00Z,2025-10-15T08:58:00Z,0.0810,1.0266,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T08:58:00Z,2025-10-15T09:00:00Z,0.0030,0.0349,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T08:58:00Z,2025-10-15T09:00:00Z,0.0050,0.0592,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T08:58:00Z,2025-10-15T09:00:00Z,0.0040,0.0478,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T08:58:00Z,2025-10-15T09:00:00Z,0.0040,0.0483,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T08:58:00Z,2025-10-15T09:00:00Z,0.0750,0.9557,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:00:00Z,2025-10-15T09:02:00Z,0.0030,0.0345,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:00:00Z,2025-10-15T09:02:00Z,0.0050,0.0577,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:00:00Z,2025-10-15T09:02:00Z,0.0060,0.0703,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:00:00Z,2025-10-15T09:02:00Z,0.0050,0.0595,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:00:00Z,2025-10-15T09:02:00Z,0.0620,0.7806,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:02:00Z,2025-10-15T09:04:00Z,0.0030,0.0339,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:02:00Z,2025-10-15T09:04:00Z,0.0030,0.0343,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:02:00Z,2025-10-15T09:04:00Z,0.0060,0.0693,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:02:00Z,2025-10-15T09:04:00Z,0.0040,0.0468,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:02:00Z,2025-10-15T09:04:00Z,0.0510,0.6316,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:04:00Z,2025-10-15T09:06:00Z,0.0050,0.0555,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:04:00Z,2025-10-15T09:06:00Z,0.0060,0.0675,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:04:00Z,2025-10-15T09:06:00Z,0.0010,0.0114,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:04:00Z,2025-10-15T09:06:00Z,0.0030,0.0345,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:04:00Z,2025-10-15T09:06:00Z,0.0440,0.5340,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:06:00Z,2025-10-15T09:08:00Z,0.0070,0.0764,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:06:00Z,2025-10-15T09:08:00Z,0.0070,0.0772,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:06:00Z,2025-10-15T09:08:00Z,0.0040,0.0448,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:06:00Z,2025-10-15T09:08:00Z,0.0040,0.0452,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:06:00Z,2025-10-15T09:08:00Z,0.0280,0.3313,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:08:00Z,2025-10-15T09:10:00Z,0.0070,0.0756,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:08:00Z,2025-10-15T09:10:00Z,0.0090,0.0980,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:08:00Z,2025-10-15T09:10:00Z,0.0040,0.0439,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:08:00Z,2025-10-15T09:10:00Z,0.0080,0.0891,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:08:00Z,2025-10-15T09:10:00Z,0.0290,0.3397,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:10:00Z,2025-10-15T09:12:00Z,0.0090,0.0952,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:10:00Z,2025-10-15T09:12:00Z,0.0050,0.0535,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:10:00Z,2025-10-15T09:12:00Z,0.0110,0.1195,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:10:00Z,2025-10-15T09:12:00Z,0.0060,0.0657,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:10:00Z,2025-10-15T09:12:00Z,0.0320,0.3684,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:12:00Z,2025-10-15T09:14:00Z,0.0040,0.0417,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:12:00Z,2025-10-15T09:14:00Z,0.0070,0.0740,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:12:00Z,2025-10-15T09:14:00Z,0.0070,0.0744,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:12:00Z,2025-10-15T09:14:00Z,0.0080,0.0866,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:12:00Z,2025-10-15T09:14:00Z,0.0360,0.4062,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:14:00Z,2025-10-15T09:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:14:00Z,2025-10-15T09:16:00Z,0.0030,0.0313,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:14:00Z,2025-10-15T09:16:00Z,0.0060,0.0633,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:14:00Z,2025-10-15T09:16:00Z,0.0070,0.0740,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:14:00Z,2025-10-15T09:16:00Z,0.0400,0.4440,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:16:00Z,2025-10-15T09:18:00Z,0.0030,0.0303,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:16:00Z,2025-10-15T09:18:00Z,0.0020,0.0203,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:16:00Z,2025-10-15T09:18:00Z,0.0020,0.0209,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:16:00Z,2025-10-15T09:18:00Z,0.0060,0.0631,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:16:00Z,2025-10-15T09:18:00Z,0.0400,0.4364,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:18:00Z,2025-10-15T09:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:18:00Z,2025-10-15T09:20:00Z,0.0040,0.0404,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:18:00Z,2025-10-15T09:20:00Z,0.0020,0.0203,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:18:00Z,2025-10-15T09:20:00Z,0.0010,0.0104,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:18:00Z,2025-10-15T09:20:00Z,0.0460,0.4986,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:20:00Z,2025-10-15T09:22:00Z,0.0010,0.0098,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:20:00Z,2025-10-15T09:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:20:00Z,2025-10-15T09:22:00Z,0.0030,0.0302,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:20:00Z,2025-10-15T09:22:00Z,0.0030,0.0305,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:20:00Z,2025-10-15T09:22:00Z,0.0400,0.4304,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:22:00Z,2025-10-15T09:24:00Z,0.0010,0.0098,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:22:00Z,2025-10-15T09:24:00Z,0.0010,0.0098,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:22:00Z,2025-10-15T09:24:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:22:00Z,2025-10-15T09:24:00Z,0.0010,0.0100,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:22:00Z,2025-10-15T09:24:00Z,0.0380,0.4038,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:24:00Z,2025-10-15T09:26:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:24:00Z,2025-10-15T09:26:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:24:00Z,2025-10-15T09:26:00Z,0.0020,0.0196,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:24:00Z,2025-10-15T09:26:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:24:00Z,2025-10-15T09:26:00Z,0.0290,0.3049,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:26:00Z,2025-10-15T09:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:26:00Z,2025-10-15T09:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:26:00Z,2025-10-15T09:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:26:00Z,2025-10-15T09:28:00Z,0.0020,0.0196,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:26:00Z,2025-10-15T09:28:00Z,0.0220,0.2293,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:28:00Z,2025-10-15T09:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:28:00Z,2025-10-15T09:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:28:00Z,2025-10-15T09:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:28:00Z,2025-10-15T09:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:28:00Z,2025-10-15T09:30:00Z,0.0130,0.1325,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:30:00Z,2025-10-15T09:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:30:00Z,2025-10-15T09:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:30:00Z,2025-10-15T09:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:30:00Z,2025-10-15T09:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:30:00Z,2025-10-15T09:32:00Z,0.0090,0.0907,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:32:00Z,2025-10-15T09:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:32:00Z,2025-10-15T09:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:32:00Z,2025-10-15T09:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:32:00Z,2025-10-15T09:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:32:00Z,2025-10-15T09:34:00Z,0.0080,0.0803,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:34:00Z,2025-10-15T09:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:34:00Z,2025-10-15T09:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:34:00Z,2025-10-15T09:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:34:00Z,2025-10-15T09:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:34:00Z,2025-10-15T09:36:00Z,0.0050,0.0498,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:36:00Z,2025-10-15T09:38:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:36:00Z,2025-10-15T09:38:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:36:00Z,2025-10-15T09:38:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:36:00Z,2025-10-15T09:38:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:36:00Z,2025-10-15T09:38:00Z,0.0020,0.0196,A,0.2000,1.0.0,
F1:0.000-0.200,F1,0.0000,0.2000,2025-10-15T09:38:00Z,2025-10-15T09:40:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.200-0.400,F1,0.2000,0.4000,2025-10-15T09:38:00Z,2025-10-15T09:40:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.400-0.600,F1,0.4000,0.6000,2025-10-15T09:38:00Z,2025-10-15T09:40:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.600-0.800,F1,0.6000,0.8000,2025-10-15T09:38:00Z,2025-10-15T09:40:00Z,0.0000,0.0000,A,0.2000,1.0.0,
F1:0.800-1.000,F1,0.8000,1.0000,2025-10-15T09:38:00Z,2025-10-15T09:40:00Z,0.0020,0.0196,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:00:00Z,2025-10-15T07:02:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:00:00Z,2025-10-15T07:02:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:00:00Z,2025-10-15T07:02:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:00:00Z,2025-10-15T07:02:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:00:00Z,2025-10-15T07:02:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:02:00Z,2025-10-15T07:04:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:02:00Z,2025-10-15T07:04:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:02:00Z,2025-10-15T07:04:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:02:00Z,2025-10-15T07:04:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:02:00Z,2025-10-15T07:04:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:04:00Z,2025-10-15T07:06:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:04:00Z,2025-10-15T07:06:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:04:00Z,2025-10-15T07:06:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:04:00Z,2025-10-15T07:06:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:04:00Z,2025-10-15T07:06:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:06:00Z,2025-10-15T07:08:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:06:00Z,2025-10-15T07:08:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:06:00Z,2025-10-15T07:08:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:06:00Z,2025-10-15T07:08:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:06:00Z,2025-10-15T07:08:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:08:00Z,2025-10-15T07:10:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:08:00Z,2025-10-15T07:10:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:08:00Z,2025-10-15T07:10:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:08:00Z,2025-10-15T07:10:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:08:00Z,2025-10-15T07:10:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:10:00Z,2025-10-15T07:12:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:10:00Z,2025-10-15T07:12:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:10:00Z,2025-10-15T07:12:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:10:00Z,2025-10-15T07:12:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:10:00Z,2025-10-15T07:12:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:12:00Z,2025-10-15T07:14:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:12:00Z,2025-10-15T07:14:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:12:00Z,2025-10-15T07:14:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:12:00Z,2025-10-15T07:14:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:12:00Z,2025-10-15T07:14:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:14:00Z,2025-10-15T07:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:14:00Z,2025-10-15T07:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:14:00Z,2025-10-15T07:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:14:00Z,2025-10-15T07:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:14:00Z,2025-10-15T07:16:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:16:00Z,2025-10-15T07:18:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:16:00Z,2025-10-15T07:18:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:16:00Z,2025-10-15T07:18:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:16:00Z,2025-10-15T07:18:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:16:00Z,2025-10-15T07:18:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:18:00Z,2025-10-15T07:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:18:00Z,2025-10-15T07:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:18:00Z,2025-10-15T07:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:18:00Z,2025-10-15T07:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:18:00Z,2025-10-15T07:20:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:20:00Z,2025-10-15T07:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:20:00Z,2025-10-15T07:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:20:00Z,2025-10-15T07:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.600-0.800,G1,0.6000,0.8000,2025-10-15T07:20:00Z,2025-10-15T07:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.800-1.000,G1,0.8000,1.0000,2025-10-15T07:20:00Z,2025-10-15T07:22:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.000-0.200,G1,0.0000,0.2000,2025-10-15T07:22:00Z,2025-10-15T07:24:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.200-0.400,G1,0.2000,0.4000,2025-10-15T07:22:00Z,2025-10-15T07:24:00Z,0.0000,0.0000,A,0.2000,1.0.0,
G1:0.400-0.600,G1,0.4000,0.6000,2025-10-15T07:22:00Z,2025-10-15T07:24:00Z,0.0000,0.0000,A,0.2000,1.0.0,
