event,runner_id,pace,distance
Full,2823,6.366666667,42.2
Full,2824,6.383333333,42.2
Full,2825,6.366666667,42.2
Full,2826,6.383333333,42.2
Full,2827,6.383333333,42.2
Full,2828,6.4,42.2
Full,2829,6.4,42.2
Full,2830,6.4,42.2
Full,2831,6.416666667,42.2
Full,2832,6.433333333,42.2
Full,2833,6.45,42.2
Full,2834,6.5,42.2
Full,2835,6.483333333,42.2
Full,2836,6.483333333,42.2
Full,2837,6.5,42.2
Full,2838,6.566666667,42.2
Full,2839,6.533333333,42.2
Full,2840,6.533333333,42.2
Full,2841,6.6,42.2
Full,2842,6.616666667,42.2
Full,2843,6.616666667,42.2
Full,2844,6.633333333,42.2
Full,2845,6.616666667,42.2
Full,2846,6.633333333,42.2
Full,2847,6.65,42.2
Full,2848,6.666666667,42.2
Full,2849,6.683333333,42.2
Full,2850,6.683333333,42.2
Full,2851,6.7,42.2
Full,2852,6.683333333,42.2
Full,2853,6.683333333,42.2
Full,2854,6.683333333,42.2
Full,2855,6.75,42.2
Full,2856,6.766666667,42.2
Full,2857,6.883333333,42.2
Full,2858,6.866666667,42.2
Full,2859,6.916666667,42.2
Full,2860,6.95,42.2
Full,2861,7.0,42.2
Full,2862,7.016666667,42.2
Full,2863,7.033333333,42.2
Full,2864,7.133333333,42.2
Full,2865,7.166666667,42.2
Full,2866,7.183333333,42.2
Full,2867,7.216666667,42.2
Full,2868,7.266666667,42.2
Full,2869,7.266666667,42.2
Full,2870,7.333333333,42.2
Full,2871,7.4,42.2
Full,2872,7.416666667,42.2
Full,2873,7.466666667,42.2
Full,2874,7.466666667,42.2
Full,2875,7.583333333,42.2
Full,2876,7.583333333,42.2
Full,2877,7.6,42.2
Full,2878,7.6,42.2
Full,2879,7.65,42.2
Full,2880,7.666666667,42.2
Full,2881,7.666666667,42.2
Full,2882,7.683333333,42.2
Full,2883,7.716666667,42.2
Full,2884,7.716666667,42.2
Full,2885,7.75,42.2
Full,2886,7.883333333,42.2
Full,2887,7.883333333,42.2
Full,2888,7.866666667,42.2
Full,2889,7.883333333,42.2
Full,2890,7.883333333,42.2
Full,2891,7.9,42.2
Full,2892,8.0,42.2
Full,2893,7.983333333,42.2
Full,2894,8.2,42.2
Full,2895,8.2,42.2
Full,2896,8.316666667,42.2
Full,2897,8.516666667,42.2
